playerID,fname,lname,birthday,Position,Tname
62,Tyler,Roberson,10/27/2002,SG,MIA
63,Otis,Stanley,1/8/1999,SF,MIA
64,Sherman,Hayes,10/24/1997,PF,MIA
65,Roman,Baker,3/8/1997,C,MIA
66,Matthew,Beck,4/3/2001,PG,MIL
67,Darrell,Mitchell,2/25/2004,SG,MIL
68,William,Miller,6/10/1993,SF,MIL
69,Rene,Floyd,3/19/1997,PF,MIL
70,Preston,Fisher,8/30/1993,C,MIL
71,Brian,Rowe,7/23/2001,PG,MIN
72,Adam,Baldwin,6/8/1994,SG,MIN
73,Craig,May,6/30/2002,SF,MIN
74,Terrence,Rose,7/30/2000,PF,MIN
75,Trevor,Goodman,3/19/1999,C,MIN
76,Salvatore,Matthews,11/20/1999,PG,NOP
77,Wilson,Gardner,12/30/2003,SG,NOP
78,Douglas,Pittman,10/25/1998,SF,NOP
79,Adrian,Moore,1/18/1999,PF,NOP
80,Virgil,Elliott,10/1/2000,C,NOP
81,Bruce,Flowers,3/31/2002,PG,NYK
82,Travis,Perkins,11/22/1994,SG,NYK
83,Lionel,Hall,5/24/1995,SF,NYK
84,Jay,Palmer,3/22/1993,PF,NYK
85,Pat,Stone,2/12/2003,C,NYK
86,Jake,Benson,7/17/1994,PG,OKC
87,Ray,Ruiz,12/25/2002,SG,OKC
88,Jared,Barrett,10/27/1998,SF,OKC
89,Rodolfo,Kennedy,12/18/2001,PF,OKC
90,Andy,Price,3/22/1995,C,OKC
91,Sidney,Curtis,8/10/1996,PG,ORL
92,Sean,Terry,5/14/1997,SG,ORL
93,Gregg,Reid,6/4/1995,SF,ORL
94,Clint,Wise,9/1/1996,PF,ORL
95,Julio,Thompson,9/29/1996,C,ORL
96,Ken,Wheeler,1/10/1995,PG,PHI
97,Albert,Clayton,2/19/2003,SG,PHI
98,Raul,Patton,5/28/1993,SF,PHI
99,Donnie,Howard,7/2/2003,PF,PHI
100,Jody,Peterson,11/7/1994,C,PHI
101,Ulysses,Madison,8/12/2001,PG,PHX
102,Damion,Pruett,8/28/1998,SG,PHX
103,Wally,Mauro,1/9/2003,SF,PHX
104,Eli,Tom,11/11/2000,PF,PHX
105,Mikel,Fenner,2/16/2000,C,PHX
106,Russ,Phan,3/23/1998,PG,POR
107,Colby,Prather,8/21/2003,SG,POR
108,Antone,Key,11/23/2000,SF,POR
109,Horacio,Archuleta,6/10/1996,PF,POR
110,Aldo,Boston,3/12/2002,C,POR
111,Tyson,Silverman,7/15/1996,PG,SAC
112,Sammie,Wesley,1/6/1999,SG,SAC
113,Willy,Spann,2/18/2004,SF,SAC
114,Brenton,Beckett,6/29/1999,PF,SAC
115,Bart,Saxton,3/1/1996,C,SAC
116,Columbus,Jeffers,8/8/2002,PG,SAS
117,Adalberto,Brandon,2/5/1999,SG,SAS
118,Ollie,Colwell,8/5/2001,SF,SAS
119,Kraig,Mercer,6/25/2003,PF,SAS
120,Art,Johansen,7/21/1998,C,SAS
121,Jamal,Montalvo,10/9/2003,PG,TOR
122,Sung,Cooley,11/1/1996,SG,TOR
123,Rich,Gilman,6/21/2003,SF,TOR
124,Jc,Gann,10/5/2001,PF,TOR
125,Parker,Wynn,6/6/1995,C,TOR
126,Enoch,Mccracken,12/23/2002,PG,UTA
127,Delmer,Candelaria,1/14/1993,SG,UTA
128,Wilburn,Neville,3/31/2000,SF,UTA
129,Edgardo,Reagan,12/27/2001,PF,UTA
130,Donovan,Lovejoy,5/16/1994,C,UTA
131,Wes,Espinal,1/11/1996,PG,WAS
132,Rhett,Matson,6/20/2004,SG,WAS
133,Jayson,Steffen,12/22/1996,SF,WAS
134,Hoyt,Savage,7/17/1995,PF,WAS
135,Dillon,Casteel,3/11/1995,C,WAS
136,Shon,Aiello,10/14/2003,PG,CLE
137,Tyrell,Burkholder,4/22/1995,SG,CLE
138,Federico,Felton,11/6/2002,SF,CLE
139,Zackary,Obryan,3/29/1996,PF,CLE
140,Darius,Hedges,1/1/2001,C,CLE
141,Deon,Oleary,7/18/1998,PG,DAL
142,Dirk,Jacks,2/23/1997,SG,DAL
143,Nathanael,Vaught,7/4/2002,SF,DAL
144,Odell,Jordon,9/20/2001,PF,DAL
145,Clemente,Wasson,4/5/1993,C,DAL
146,Anton,Becnel,10/27/2002,PG,DEN
147,Adolfo,Hardison,8/29/2000,SG,DEN
148,Donte,Stacey,9/27/1994,SF,DEN
149,Emory,Walling,6/16/1995,PF,DEN
150,Bruno,Haggard,3/6/2003,C,DEN
